id,event_id,start_date_time,sold_out,cancelled_at
6641,1336,2015-02-19T19:15:00-08:00,False,None
5594,1336,2015-02-19T21:45:00-08:00,False,None
5545,1312,2015-01-31T22:00:00-08:00,False,None
5546,1312,2015-01-31T19:30:00-08:00,False,None
5543,1312,2015-01-30T19:30:00-08:00,False,None
5544,1312,2015-01-29T20:00:00-08:00,False,None
5542,1312,2015-01-30T22:00:00-08:00,False,None
5532,1270,2015-01-06T20:00:00-08:00,False,None
5071,1271,2015-01-13T20:00:00-08:00,False,None
5533,1271,2015-01-13T20:00:00-08:00,False,None
5056,1268,2015-01-24T22:00:00-08:00,False,None
5055,1268,2015-01-24T19:30:00-08:00,False,None
5054,1268,2015-01-23T22:00:00-08:00,False,None
5052,1268,2015-01-22T20:00:00-08:00,False,None
5053,1268,2015-01-23T19:30:00-08:00,False,None
5535,1273,2015-01-27T20:00:00-08:00,False,None
2325,645,2013-02-23T19:30:00-08:00,False,None
2324,645,2013-02-22T22:00:00-08:00,False,None
2326,645,2013-02-23T22:00:00-08:00,False,None
2322,645,2013-02-21T20:00:00-08:00,False,None
2323,645,2013-02-22T19:30:00-08:00,False,None
5549,1313,2015-02-26T20:00:00-08:00,False,None
5548,1313,2015-02-27T19:30:00-08:00,False,None
5551,1313,2015-02-28T19:30:00-08:00,False,None
5550,1313,2015-02-28T22:00:00-08:00,False,None
5547,1313,2015-02-27T22:00:00-08:00,False,None
340,476,2010-07-30T22:30:00-07:00,False,None
341,476,2010-07-31T20:00:00-07:00,False,None
338,476,2010-07-29T20:00:00-07:00,False,None
1425,476,2012-01-14T22:00:00-08:00,False,None
339,476,2010-07-30T20:00:00-07:00,False,None
342,476,2010-07-31T22:30:00-07:00,False,None
1422,476,2012-01-11T20:00:00-08:00,False,None
1423,476,2012-01-12T20:00:00-08:00,False,None
2624,476,2013-06-21T22:00:00-07:00,False,None
2626,476,2013-06-22T22:00:00-07:00,False,None
1440,476,2011-12-14T20:00:00-08:00,False,None
2623,476,2013-06-21T19:30:00-07:00,False,None
2625,476,2013-06-22T19:30:00-07:00,False,None
2622,476,2013-06-20T20:00:00-07:00,False,None
1424,476,2012-01-14T19:30:00-08:00,False,None
343,477,2010-08-05T20:00:00-07:00,False,None
344,477,2010-08-06T20:00:00-07:00,False,None
345,477,2010-08-06T22:30:00-07:00,False,None
346,477,2010-08-07T20:00:00-07:00,False,None
347,477,2010-08-07T22:30:00-07:00,False,None
348,478,2010-08-12T20:00:00-07:00,False,None
350,478,2010-08-13T22:30:00-07:00,False,None
351,478,2010-08-14T20:00:00-07:00,False,None
349,478,2010-08-13T20:00:00-07:00,False,None
352,478,2010-08-14T22:30:00-07:00,False,None
5065,1269,2015-03-22T19:00:00-07:00,False,None
1645,487,2012-05-05T19:00:00-07:00,False,None
1646,487,2012-05-05T21:30:00-07:00,False,None
1643,487,2012-05-04T19:00:00-07:00,False,None
1644,487,2012-05-04T21:30:00-07:00,False,None
1647,488,2012-05-03T20:00:00-07:00,False,None
515,499,2010-09-08T20:00:00-07:00,False,None
1714,500,2012-04-18T20:00:00-07:00,False,None
2335,501,2013-01-31T20:00:00-08:00,False,None
1915,501,2012-08-01T20:00:00-07:00,False,None
532,505,2010-11-05T22:30:00-07:00,False,None
534,505,2010-11-06T22:30:00-07:00,False,None
530,505,2010-11-04T20:00:00-07:00,False,None
533,505,2010-11-06T20:00:00-07:00,False,None
531,505,2010-11-05T20:00:00-07:00,False,None
574,506,2010-11-05T19:30:00-07:00,False,None
575,506,2010-11-05T22:00:00-07:00,False,None
576,506,2010-11-06T22:00:00-07:00,False,None
577,506,2010-11-06T19:30:00-07:00,False,None
573,506,2010-11-04T20:00:00-07:00,True,None
536,509,2010-10-27T20:00:00-07:00,False,None
535,508,2010-09-22T20:00:00-07:00,False,None
